LA.Code,LA.Name,decile_imd,quintile_imd,decile_income,quintile_income,RGN19NM,pop19,Patient.Count_before,Patient.Count_after,Patient.Count.QCOVID_before,Patient.Count.QCOVID_after,Shielders_pct_before,Shielders_pct_after,Shielders_from_QCOVID_pct_before,Shielders_from_QCOVID_pct_after,Patient.Count_diff,Shielders_pct_diff
E07000062,Hastings,1,1,1,1,South East,92661,3585,6810,,3190,3.86894162592677,7.34937028523327,,46.8428781204112,3225,3.48042865930651
E06000026,Plymouth,2,1,3,2,South West,262100,10135,17400,,7090,3.86684471575734,6.63868752384586,,40.7471264367816,7265,2.77184280808852
E07000111,Sevenoaks,8,4,8,4,South East,120750,4660,7075,,2275,3.8592132505176,5.8592132505176,,32.1554770318021,2415,2
E07000242,East Hertfordshire,10,5,10,5,East of England,149748,5760,8015,,2235,3.84646205625451,5.35232523973609,,27.8852152214598,2255,1.50586318348158
E07000042,Mid Devon,6,3,7,4,South West,82311,3165,4800,,1590,3.84517257717681,5.83154134927288,,33.125,1635,1.98636877209607
E07000122,Pendle,2,1,2,1,North West,92112,3535,6145,,2565,3.83771929824561,6.67122633315963,,41.7412530512612,2610,2.83350703491402
E07000044,South Hams,8,4,7,4,South West,87004,3335,5195,,1780,3.83315709622546,5.97098983954761,,34.2637151106834,1860,2.13783274332215
E07000165,Harrogate,9,5,10,5,Yorkshire and The Humber,160831,6160,9745,,3480,3.83010737979618,6.05915526235614,,35.7106208311955,3585,2.22904788255995
E06000008,Blackburn with Darwen,1,1,1,1,North West,149696,5730,10905,,5130,3.82775758871313,7.28476378794357,,47.0426409903714,5175,3.45700619923044
E07000238,Wychavon,7,4,7,4,West Midlands,129433,4950,7500,,2455,3.82437245524712,5.79450372007139,,32.7333333333333,2550,1.97013126482427
E07000135,Oadby and Wigston,8,4,7,4,East Midlands,57015,2180,3770,,1565,3.82355520477067,6.61229501008507,,41.5119363395226,1590,2.78873980531439
E07000153,Kettering,5,3,5,3,East Midlands,101776,3890,6615,,2645,3.82211916365351,6.49956767803804,,39.9848828420257,2725,2.67744851438453
E06000019,"Herefordshire, County of",5,3,6,3,West Midlands,192801,7340,11415,,3995,3.80703419588073,5.9206124449562,,34.9978098992554,4075,2.11357824907547
E07000132,Hinckley and Bosworth,8,4,8,4,East Midlands,113136,4300,6880,,2500,3.80073539810494,6.0811766369679,,36.3372093023256,2580,2.28044123886296
E09000002,Barking and Dagenham,1,1,1,1,London,212906,8090,17615,,9515,3.79979897231642,8.27360431364076,,54.0164632415555,9525,4.47380534132434
E08000019,Sheffield,2,1,2,1,Yorkshire and The Humber,584853,22220,39365,,16845,3.79924528043799,6.73075114601447,,42.7918201447987,17145,2.93150586557648
E07000154,Northampton,4,2,4,2,East Midlands,224610,8525,16025,,7375,3.79546769956814,7.13458884288322,,46.0218408736349,7500,3.33912114331508
E06000054,Wiltshire,8,4,8,4,South West,500024,18970,29675,,10250,3.79381789674096,5.93471513367358,,34.5408593091828,10705,2.14089723693263
E06000049,Cheshire East,7,4,8,4,North West,384152,14565,22120,,7265,3.79146796059893,5.75813740394427,,32.8435804701628,7555,1.96666944334534
E07000087,Fareham,10,5,10,5,South East,116233,4405,6910,,2475,3.78980151936197,5.94495539132604,,35.8176555716353,2505,2.15515387196407
E07000061,Eastbourne,4,2,3,2,South East,103745,3930,7835,,3825,3.78813436792135,7.55217118897296,,48.8194001276324,3905,3.76403682105162
E07000065,Wealden,8,4,9,5,South East,161475,6090,9855,,3645,3.77148165350674,6.10311193683233,,36.986301369863,3765,2.33163028332559
E07000142,West Lindsey,5,3,4,2,East Midlands,95667,3605,6515,,2230,3.76827955303292,6.81008080111219,,34.2287029930929,2910,3.04180124807928
E07000140,South Holland,6,3,6,3,East Midlands,95019,3580,6175,,2545,3.76766751912775,6.49870025994801,,41.2145748987854,2595,2.73103274082026
E08000005,Rochdale,1,1,1,1,North West,222412,8350,15595,,7065,3.75429383306656,7.01176195529018,,45.3029817249118,7245,3.25746812222362
E08000030,Walsall,1,1,1,1,West Midlands,285478,10680,20210,,9445,3.7410938846426,7.07935462627593,,46.7342899554676,9530,3.33826074163333
E06000024,North Somerset,7,4,6,3,South West,215052,8045,13570,,5340,3.74095567583654,6.31010174283429,,39.3515106853353,5525,2.56914606699775
E08000026,Coventry,3,2,3,2,West Midlands,371521,13870,25810,,11140,3.73330175144877,6.94711739040324,,43.1615652847734,11940,3.21381563895446
E09000006,Bromley,8,4,7,4,London,332336,12345,19725,,7290,3.71461412546339,5.93525829281209,,36.958174904943,7380,2.22064416734871
E07000028,Carlisle,4,2,5,3,North West,108678,4035,6945,,2815,3.71280295920057,6.39043780709987,,40.5327573794096,2910,2.6776348478993
E09000020,Kensington and Chelsea,4,2,5,3,London,156129,5795,10980,,4985,3.71167432059387,7.03264608112522,,45.4007285974499,5185,3.32097176053136
E07000036,Erewash,5,3,5,3,East Midlands,115371,4270,6800,,2465,3.7011033968675,5.89402882873512,,36.25,2530,2.19292543186763
E07000125,Rossendale,3,2,3,2,North West,71482,2645,4500,,1825,3.70023222629473,6.29529112224056,,40.5555555555556,1855,2.59505889594583
E07000188,Sedgemoor,4,2,5,3,South West,123178,4550,7455,,2815,3.69384143272338,6.05221711669292,,37.7598926894702,2905,2.35837568396954
E07000215,Tandridge,9,5,9,5,South East,88129,3255,5400,,2070,3.6934493753475,6.12738145218941,,38.3333333333333,2145,2.4339320768419
E07000129,Blaby,9,5,9,5,East Midlands,101526,3740,5615,,1825,3.68378543427299,5.53060299824676,,32.5022261798753,1875,1.84681756397376
E07000098,Hertsmere,8,4,7,4,East of England,104919,3860,6760,,2830,3.67902858395524,6.44306560298897,,41.8639053254438,2900,2.76403701903373
E07000071,Colchester,6,3,6,3,East of England,194706,7155,10545,,3275,3.67477119349173,5.41585775476873,,31.0573731626363,3390,1.741086561277
E07000164,Hambleton,9,5,9,5,Yorkshire and The Humber,91594,3365,5175,,1805,3.67382142935127,5.64993340175121,,34.8792270531401,1810,1.97611197239994
E06000035,Medway,3,2,4,2,South East,278556,10230,16175,,5725,3.67251109292207,5.80673186002097,,35.3941267387944,5945,2.1342207670989
E07000032,Amber Valley,6,3,5,3,East Midlands,128147,4700,7465,,2680,3.66766291836719,5.82534120970448,,35.9008707300737,2765,2.15767829133729
E07000229,Worthing,6,3,6,3,South East,110570,4055,7815,,3685,3.66736004341141,7.06792077417021,,47.1529110684581,3760,3.40056073075879
E06000014,York,9,5,9,5,Yorkshire and The Humber,210618,7715,11550,,3785,3.66302975054364,5.4838617781956,,32.7705627705628,3835,1.82083202765196
E07000083,Tewkesbury,9,5,8,4,South West,95019,3480,5520,,1880,3.66242540965491,5.80936444290089,,34.0579710144928,2040,2.14693903324598
E09000016,Havering,6,3,6,3,London,259552,9485,15865,,6270,3.65437369005055,6.11245530760695,,39.5209580838323,6380,2.45808161755641
E07000199,Tamworth,4,2,4,2,West Midlands,76696,2800,4645,,1770,3.65077709398143,6.05637842912277,,38.1054897739505,1845,2.40560133514134
E07000169,Selby,8,4,8,4,Yorkshire and The Humber,90620,3305,4915,,1550,3.6470977709115,5.42374751710439,,31.5361139369278,1610,1.77664974619289
E07000035,Derbyshire Dales,9,5,9,5,East Midlands,72325,2635,4035,,1355,3.64327687521604,5.5789837538887,,33.5811648079306,1400,1.93570687867266
E07000126,South Ribble,7,4,7,4,North West,110788,4025,5810,,1735,3.63306495288298,5.2442502798137,,29.8623063683305,1785,1.61118532693071
E07000102,Three Rivers,10,5,9,5,East of England,93323,3385,5475,,2045,3.62718729573631,5.86672095839182,,37.351598173516,2090,2.23953366265551
E06000030,Swindon,5,3,5,3,South West,222193,8045,15215,,7115,3.6207261254855,6.84765046603628,,46.7630627670062,7170,3.22692434055078
E07000226,Crawley,5,3,5,3,South East,112409,4065,8080,,3930,3.61625848464091,7.18803654511649,,48.6386138613861,4015,3.57177806047559
E07000095,Broxbourne,6,3,6,3,East of England,97279,3515,5215,,1645,3.61331839348678,5.36086925235662,,31.5436241610738,1700,1.74755085886985
E07000216,Waverley,10,5,10,5,South East,126328,4560,7235,,2605,3.60965106706352,5.72715470837819,,36.0055286800277,2675,2.11750364131467
E07000235,Malvern Hills,7,4,7,4,West Midlands,78698,2840,4720,,1870,3.60873211517446,5.99761112099418,,39.6186440677966,1880,2.38887900581972
E07000034,Chesterfield,3,2,3,2,East Midlands,104900,3785,7055,,3215,3.60819828408008,6.7254528122021,,45.5705173635719,3270,3.11725452812202
E07000239,Wyre Forest,4,2,4,2,West Midlands,101291,3645,6315,,2635,3.59854281229329,6.23451244434353,,41.7260490894695,2670,2.63596963205023
E06000055,Bedford,5,3,5,3,East of England,173292,6235,12100,,5810,3.59797336287884,6.98243427278813,,48.0165289256198,5865,3.38446090990929
E07000212,Runnymede,9,5,9,5,South East,89424,3215,5085,,1760,3.59523170513509,5.68639291465378,,34.6116027531957,1870,2.0911612095187
E09000027,Richmond upon Thames,10,5,9,5,London,198019,7115,10745,,3580,3.59308955201269,5.42624697630025,,33.3178222429037,3630,1.83315742428757
E06000051,Shropshire,6,3,7,4,West Midlands,323136,11600,18475,,6605,3.58981976629035,5.71740691225985,,35.7510148849797,6875,2.1275871459695
E08000021,Newcastle upon Tyne,2,1,2,1,North East,302820,10870,20530,,9320,3.58959117627634,6.77960504590186,,45.3969800292255,9660,3.19001386962552
E07000228,Mid Sussex,10,5,10,5,South East,151022,5420,8515,,2990,3.58888109017229,5.63825138059356,,35.1145038167939,3095,2.04937029042126
E07000155,South Northamptonshire,10,5,10,5,East Midlands,94490,3385,4920,,1450,3.58238967086464,5.20690020107948,,29.4715447154472,1535,1.62451053021484
E07000134,North West Leicestershire,7,4,7,4,East Midlands,103611,3705,5945,,2155,3.57587514839158,5.73780776172414,,36.2489486963835,2240,2.16193261333256
E07000227,Horsham,10,5,10,5,South East,143791,5140,8255,,3005,3.57463262652044,5.74097127080276,,36.4021804966687,3115,2.16633864428233
E07000210,Mole Valley,10,5,10,5,South East,87245,3085,5230,,2070,3.53601925611783,5.99461287179781,,39.5793499043977,2145,2.45859361567998
E07000078,Cheltenham,7,4,7,4,South West,116306,4110,7215,,2780,3.53378157618696,6.20346327790484,,38.5308385308385,3105,2.66968170171788
E07000196,South Staffordshire,8,4,7,4,West Midlands,112436,3965,6125,,2095,3.52645060300971,5.44754349140845,,34.2040816326531,2160,1.92109288839873
E07000038,North East Derbyshire,6,3,5,3,East Midlands,101462,3560,6285,,2640,3.5087027655674,6.19443732628965,,42.0047732696897,2725,2.68573456072224
E07000084,Basingstoke and Deane,8,4,9,5,South East,176582,6190,9415,,3080,3.50545355698769,5.33180052326964,,32.7137546468402,3225,1.82634696628195
E06000022,Bath and North East Somerset,9,5,8,4,South West,193282,6775,9925,,2945,3.50524104676069,5.13498411647231,,29.6725440806045,3150,1.62974306971161
E07000243,Stevenage,5,3,5,3,East of England,87845,3075,5960,,2780,3.50048380670499,6.78467755706073,,46.6442953020134,2885,3.28419375035574
E07000068,Brentwood,10,5,9,5,East of England,77021,2695,4100,,1355,3.49904571480505,5.32322353643812,,33.0487804878049,1405,1.82417782163306
E07000222,Warwick,9,5,9,5,West Midlands,143753,5025,8035,,2935,3.49557922269448,5.58944856802988,,36.5276913503423,3010,2.0938693453354
E09000008,Croydon,4,2,4,2,London,386710,13515,29650,,16000,3.49486695456544,7.66724418815133,,53.9629005059022,16135,4.17237723358589
E07000181,West Oxfordshire,10,5,10,5,South East,110643,3860,6105,,2170,3.48869788418608,5.51774626501451,,35.5446355446356,2245,2.02904838082843
E09000029,Sutton,8,4,7,4,London,206349,7175,12880,,5615,3.47711886173425,6.24185239569855,,43.5947204968944,5705,2.7647335339643
E07000107,Dartford,5,3,7,4,South East,112606,3910,6640,,2630,3.47228389251017,5.89666625224233,,39.6084337349398,2730,2.42438235973216
E07000133,Melton,8,4,9,5,East Midlands,51209,1775,2785,,955,3.46618758421371,5.43849713917475,,34.2908438061041,1010,1.97230955496104
E07000118,Chorley,6,3,6,3,North West,118216,4095,6370,,2200,3.46399810516343,5.38844149692089,,34.5368916797488,2275,1.92444339175746
E07000217,Woking,9,5,9,5,South East,100793,3490,6035,,2440,3.46254204161003,5.98751897453196,,40.4308202154101,2545,2.52497693292193
E09000028,Southwark,3,2,2,1,London,318830,11025,26410,,15280,3.45795565034658,8.28341122228147,,57.8568723968194,15385,4.82545557193489
E07000130,Charnwood,8,4,7,4,East Midlands,185851,6410,10400,,3875,3.44899946731521,5.59588057099504,,37.2596153846154,3990,2.14688110367983
E07000093,Test Valley,9,5,9,5,South East,126160,4350,6800,,2395,3.44800253646164,5.38998097653773,,35.2205882352941,2450,1.94197844007609
E07000131,Harborough,10,5,10,5,East Midlands,93807,3230,4880,,1605,3.44323984350848,5.20217041372179,,32.8893442622951,1650,1.75893057021331
E09000025,Newham,2,1,2,1,London,353134,12150,33825,,21770,3.44062027445672,9.57851693691347,,64.3606799704361,21675,6.13789666245675
E07000008,Cambridge,7,4,8,4,East of England,124798,4290,7460,,3040,3.43755508902386,5.97765989839581,,40.7506702412869,3170,2.54010480937195
E07000110,Maidstone,6,3,7,4,South East,171826,5895,10445,,4505,3.43079627064589,6.07882392653033,,43.1306845380565,4550,2.64802765588444
E07000211,Reigate and Banstead,9,5,9,5,South East,148748,5085,8760,,3565,3.41853335843171,5.88915481216554,,40.6963470319635,3675,2.47062145373383
E08000031,Wolverhampton,1,1,1,1,West Midlands,263357,9000,20160,,11105,3.41741438427686,7.65500822078016,,55.0843253968254,11160,4.2375938365033
E08000003,Manchester,1,1,1,1,North West,552858,18825,38995,,19985,3.40503348056825,7.05334823770299,,51.2501602769586,20170,3.64831475713474
E08000029,Solihull,6,3,5,3,West Midlands,216374,7330,11940,,4510,3.38765286032518,5.51822307670977,,37.7721943048576,4610,2.13057021638459
E06000044,Portsmouth,2,1,4,2,South East,214905,7275,13800,,6420,3.3852167236686,6.421442032526,,46.5217391304348,6525,3.0362253088574
E07000092,Rushmoor,7,4,6,3,South East,94599,3200,6020,,2765,3.38269960570408,6.3637036332308,,45.9302325581395,2820,2.98100402752672
E07000214,Surrey Heath,10,5,10,5,South East,89305,3020,5105,,2025,3.38166955937518,5.71636526510274,,39.6669931439765,2085,2.33469570572756
E07000077,Uttlesford,10,5,10,5,East of England,91284,3080,4655,,1500,3.37408527233688,5.09946978660006,,32.2234156820623,1575,1.72538451426318
E07000195,Newcastle-under-Lyme,5,3,6,3,West Midlands,129441,4365,7395,,2970,3.37219273645908,5.71302755695645,,40.1622718052738,3030,2.34083482049737
E07000236,Redditch,4,2,4,2,West Midlands,85261,2875,4875,,1980,3.37199892096035,5.71773730075885,,40.6153846153846,2000,2.3457383797985
E07000094,Winchester,10,5,10,5,South East,124859,4210,6630,,2315,3.37180339422869,5.30998966834589,,34.9170437405732,2420,1.9381862741172
E07000039,South Derbyshire,7,4,8,4,East Midlands,107261,3615,5520,,1820,3.37028370050624,5.14632531861534,,32.9710144927536,1905,1.7760416181091
E09000014,Haringey,2,1,2,1,London,268647,9040,20390,,11325,3.36501059010523,7.58988561197408,,55.5419323197646,11350,4.22487502186885
E06000036,Bracknell Forest,10,5,9,5,South East,122549,4120,5905,,1715,3.36192053790729,4.81848077095692,,29.043183742591,1785,1.45656023304964
E07000234,Bromsgrove,9,5,9,5,West Midlands,99881,3345,5430,,2030,3.34898529249807,5.43646939858432,,37.3848987108656,2085,2.08748410608624
E06000015,Derby,3,2,2,1,East Midlands,257302,8605,17585,,8700,3.34431912694033,6.8343813884074,,49.4739835086722,8980,3.49006226146707
E06000020,Telford and Wrekin,3,2,2,1,West Midlands,179854,6005,10585,,4465,3.33881926451455,5.88532921147153,,42.1823334907889,4580,2.54650994695698
E07000177,Cherwell,7,4,8,4,South East,150503,5010,8270,,3145,3.32883729892427,5.49490707826422,,38.0290205562273,3260,2.16606977933995
E07000096,Dacorum,8,4,7,4,East of England,154763,5150,8145,,2875,3.32766875803648,5.26288583188488,,35.2977286678944,2995,1.9352170738484
E07000124,Ribble Valley,9,5,10,5,North West,60888,2020,2930,,875,3.31756667980554,4.81211404546052,,29.8634812286689,910,1.49454736565497
E07000070,Chelmsford,8,4,8,4,East of England,178388,5915,9835,,3815,3.31580599591901,5.51326322398368,,38.7900355871886,3920,2.19745722806467
E07000086,Eastleigh,10,5,9,5,South East,133584,4420,6765,,2310,3.30877949455025,5.06422924901186,,34.1463414634146,2345,1.75544975446161
E07000172,Broxtowe,7,4,7,4,East Midlands,114033,3770,6695,,2740,3.30606052633887,5.87110748642937,,40.9260642270351,2925,2.5650469600905
E07000179,South Oxfordshire,10,5,10,5,South East,142057,4680,7400,,2625,3.294452226923,5.2091765981261,,35.472972972973,2720,1.91472437120311
E06000043,Brighton and Hove,5,3,4,2,South East,290885,9560,16450,,6690,3.2865221651168,5.65515581759114,,40.6686930091185,6890,2.36863365247435
E07000115,Tonbridge and Malling,8,4,8,4,South East,132153,4335,6785,,2390,3.28028875621439,5.13420051001491,,35.2247605011054,2450,1.85391175380052
E06000018,Nottingham,1,1,1,1,East Midlands,332900,10905,22985,,11925,3.27575848603184,6.90447581856413,,51.8816619534479,12080,3.62871733253229
E07000208,Epsom and Ewell,10,5,10,5,South East,80627,2635,4295,,1620,3.26813598422365,5.326999640319,,37.7182770663562,1660,2.05886365609535
E09000023,Lewisham,2,1,2,1,London,305842,9995,22275,,12195,3.26802728206067,7.28317235696863,,54.7474747474748,12280,4.01514507490796
E07000152,East Northamptonshire,8,4,8,4,East Midlands,94527,3085,5100,,1965,3.26361780232103,5.39528388714336,,38.5294117647059,2015,2.13166608482233
E09000033,Westminster,5,3,4,2,London,261317,8520,17485,,8735,3.26040785712372,6.69110696969581,,49.9571060909351,8965,3.43069911257209
E07000187,Mendip,6,3,6,3,South West,115587,3760,5775,,1970,3.25296097311981,4.99623660100184,,34.1125541125541,2015,1.74327562788203
E09000003,Barnet,6,3,5,3,London,395869,12855,25300,,12300,3.24728634977733,6.39100308435366,,48.6166007905138,12445,3.14371673457634
E08000025,Birmingham,1,1,1,1,West Midlands,1141816,36600,87965,,50790,3.20542013774549,7.7039558037372,,57.738873415563,51365,4.49853566599172
E07000116,Tunbridge Wells,9,5,9,5,South East,118724,3795,6450,,2495,3.19648933661265,5.4327684377211,,38.6821705426357,2655,2.23627910110845
E07000220,Rugby,8,4,7,4,West Midlands,108935,3480,5920,,2365,3.1945655666223,5.4344333777023,,39.9493243243243,2440,2.23986781108
E06000023,"Bristol, City of",3,2,3,2,South West,463377,14800,26990,,12125,3.19394359236648,5.82463091607913,,44.9240459429418,12190,2.63068732371266
E06000017,Rutland,10,5,10,5,East Midlands,39927,1270,2100,,765,3.18080496906855,5.25959876775115,,36.4285714285714,830,2.0787937986826
E09000021,Kingston upon Thames,9,5,8,4,London,177507,5640,9915,,4165,3.1773394852034,5.58569521201981,,42.0070600100857,4275,2.40835572681641
E09000024,Merton,7,4,6,3,London,206548,6530,13695,,7110,3.16149272808258,6.63042004764026,,51.9167579408543,7165,3.46892731955768
E07000209,Guildford,10,5,10,5,South East,148998,4690,7460,,2710,3.14769325762762,5.00677861447805,,36.3270777479893,2770,1.85908535685043
E07000207,Elmbridge,10,5,10,5,South East,136795,4305,6990,,2550,3.14704484813041,5.10983588581454,,36.480686695279,2685,1.96279103768413
E07000241,Welwyn Hatfield,7,4,7,4,East of England,123043,3840,6595,,2685,3.12086018708907,5.35991482652406,,40.7126611068992,2755,2.23905463943499
E07000123,Preston,2,1,2,1,North West,143135,4395,8625,,4180,3.07052782338352,6.02577985817585,,48.463768115942,4230,2.95525203479233
E09000026,Redbridge,6,3,5,3,London,305222,9320,22715,,13235,3.05351514635249,7.44212409328292,,58.2654633502091,13395,4.38860894693043
E07000180,Vale of White Horse,10,5,10,5,South East,136007,4120,6685,,2460,3.02925584712552,4.91518818884322,,36.7988032909499,2565,1.88593234171771
E07000176,Rushcliffe,10,5,10,5,East Midlands,119184,3600,5880,,2170,3.02053966975433,4.9335481272654,,36.9047619047619,2280,1.91300845751108
E09000011,Greenwich,3,2,2,1,London,287942,8690,18975,,10225,3.01796889651388,6.58986879302082,,53.8866930171278,10285,3.57189989650694
E06000038,Reading,5,3,5,3,South East,161780,4880,9705,,4770,3.01644208183954,5.99888737792063,,49.1499227202473,4825,2.9824452960811
E06000031,Peterborough,2,1,2,1,East of England,202259,6090,12590,,6390,3.010990858256,6.2246921027,,50.7545671167593,6500,3.21370124444401
E09000010,Enfield,3,2,2,1,London,333794,10025,22705,,12650,3.00334937116904,6.80209949849308,,55.7146003083021,12680,3.79875012732404
E07000237,Worcester,5,3,5,3,West Midlands,101222,3040,5440,,2400,3.00329967793563,5.37432573946375,,44.1176470588235,2400,2.37102606152813
E07000166,Richmondshire,9,5,10,5,Yorkshire and The Humber,53730,1575,2550,,945,2.93132328308208,4.74595198213289,,37.0588235294118,975,1.81462869905081
E09000022,Lambeth,3,2,3,2,London,326034,9495,25130,,15555,2.91227295312759,7.70778507762994,,61.8981297254278,15635,4.79551212450235
E07000138,Lincoln,2,1,3,2,East Midlands,99299,2885,5530,,2670,2.90536662000624,5.56903896313155,,48.2820976491863,2645,2.66367234312531
E06000037,West Berkshire,10,5,9,5,South East,158450,4600,7215,,2510,2.90312401388451,4.55348690438624,,34.7886347886348,2615,1.65036289050174
E06000040,Windsor and Maidenhead,10,5,10,5,South East,151422,4395,7980,,3505,2.90248444743829,5.27004002060467,,43.922305764411,3585,2.36755557316638
E07000041,Exeter,6,3,7,4,South West,131405,3800,6760,,2855,2.89182298999277,5.14440089798714,,42.2337278106509,2960,2.25257790799437
E06000039,Slough,4,2,4,2,South East,149539,4310,12155,,7755,2.8821912678298,8.12831435277754,,63.8009049773756,7845,5.24612308494774
E07000240,St Albans,10,5,10,5,East of England,148452,4275,7050,,2695,2.87971869695255,4.74900978093929,,38.2269503546099,2775,1.86929108398674
E09000031,Waltham Forest,3,2,3,2,London,276983,7895,18575,,10600,2.85035543697628,6.7061877443742,,57.0659488559892,10680,3.85583230739793
E09000019,Islington,2,1,2,1,London,242467,6865,15350,,8410,2.8313131271472,6.330758412485,,54.7882736156352,8485,3.4994452853378
E07000103,Watford,7,4,7,4,East of England,96577,2720,6265,,3505,2.81640556240099,6.48705178251551,,55.9457302474062,3545,3.67064622011452
E06000041,Wokingham,10,5,10,5,South East,171119,4700,7790,,2990,2.74662661656508,4.55238751979617,,38.382541720154,3090,1.80576090323109
E09000032,Wandsworth,6,3,6,3,London,329677,9000,18655,,9495,2.72994476411761,5.65856884162377,,50.8978826051997,9655,2.92862407750617
E09000012+E09000001,Hackney and City of London,,,,,London,290841,7910,20965,,12940,2.71969907956581,7.20840596752177,,61.7219174815168,13055,4.48870688795596
E09000007,Camden,5,3,3,2,London,270029,7025,16135,,9000,2.60157242370264,5.97528413614834,,55.7793616361946,9110,3.3737117124457
E07000178,Oxford,6,3,7,4,South East,152457,3925,8260,,4270,2.5744964153827,5.41792111874168,,51.6949152542373,4335,2.84342470335898
E09000030,Tower Hamlets,2,1,1,1,London,324745,8135,25915,,17715,2.50504241789712,7.98010746893717,,68.358093768088,17780,5.47506505104005
E06000060,Buckinghamshire,,,,,,,17810,30400,,12190,,,,40.0986842105263,12590,
